(BOARD-TRUCK DRIVER1 TRUCK2 S1)
(LOAD-TRUCK PACKAGE7 TRUCK2 S1)
(LOAD-TRUCK PACKAGE6 TRUCK2 S1)
(LOAD-TRUCK PACKAGE5 TRUCK2 S1)
(LOAD-TRUCK PACKAGE1 TRUCK2 S1)
(DRIVE-TRUCK TRUCK2 S1 S0 DRIVER1)
(UNLOAD-TRUCK PACKAGE6 TRUCK2 S0)
(DRIVE-TRUCK TRUCK2 S0 S2 DRIVER1)
(DISEMBARK-TRUCK DRIVER1 TRUCK2 S2)
(UNLOAD-TRUCK PACKAGE7 TRUCK2 S2)
(UNLOAD-TRUCK PACKAGE5 TRUCK2 S2)
(UNLOAD-TRUCK PACKAGE1 TRUCK2 S2)
(BOARD-TRUCK DRIVER1 TRUCK2 S2)
(DRIVE-TRUCK TRUCK2 S2 S0 DRIVER1)
(DISEMBARK-TRUCK DRIVER1 TRUCK2 S0)
(BOARD-TRUCK DRIVER3 TRUCK2 S0)
(DRIVE-TRUCK TRUCK2 S0 S2 DRIVER3)
(WALK DRIVER1 S0 P3-9)
(DRIVE-TRUCK TRUCK2 S2 S0 DRIVER3)
(WALK DRIVER1 P3-9 S1)
(WALK DRIVER1 S1 P6-10)
(WALK DRIVER1 P6-10 S2)
