(LIFT HOIST2 CRATE2 CRATE4 DISTRIBUTOR0)
(LOAD HOIST2 CRATE2 TRUCK0 DISTRIBUTOR0)
(LIFT HOIST1 CRATE0 PALLET0 DEPOT1)
(LOAD HOIST1 CRATE0 TRUCK1 DEPOT1)
(DRIVE TRUCK1 DEPOT1 DEPOT0)
(DRIVE TRUCK0 DISTRIBUTOR0 DEPOT1)
(LIFT HOIST0 CRATE5 CRATE3 DEPOT0)
(LOAD HOIST0 CRATE5 TRUCK1 DEPOT0)
(LIFT HOIST0 CRATE3 CRATE1 DEPOT0)
(LOAD HOIST0 CRATE3 TRUCK1 DEPOT0)
(LIFT HOIST2 CRATE4 PALLET1 DISTRIBUTOR0)
(DRIVE TRUCK1 DEPOT0 DISTRIBUTOR0)
(LOAD HOIST2 CRATE4 TRUCK1 DISTRIBUTOR0)
(UNLOAD HOIST2 CRATE3 TRUCK1 DISTRIBUTOR0)
(DROP HOIST2 CRATE3 PALLET1 DISTRIBUTOR0)
(UNLOAD HOIST2 CRATE0 TRUCK1 DISTRIBUTOR0)
(DROP HOIST2 CRATE0 CRATE3 DISTRIBUTOR0)
(DRIVE TRUCK1 DISTRIBUTOR0 DEPOT0)
(UNLOAD HOIST1 CRATE2 TRUCK0 DEPOT1)
(DROP HOIST1 CRATE2 PALLET0 DEPOT1)
(LIFT HOIST0 CRATE1 PALLET2 DEPOT0)
(LOAD HOIST0 CRATE1 TRUCK1 DEPOT0)
(UNLOAD HOIST0 CRATE4 TRUCK1 DEPOT0)
(DROP HOIST0 CRATE4 PALLET2 DEPOT0)
(DRIVE TRUCK1 DEPOT0 DISTRIBUTOR0)
(UNLOAD HOIST2 CRATE1 TRUCK1 DISTRIBUTOR0)
(DROP HOIST2 CRATE1 CRATE0 DISTRIBUTOR0)
(UNLOAD HOIST2 CRATE5 TRUCK1 DISTRIBUTOR0)
(DROP HOIST2 CRATE5 CRATE1 DISTRIBUTOR0)
