(FLY PLANE3 CITY0 CITY1 FL5 FL4)
(FLY PLANE3 CITY1 CITY2 FL4 FL3)
(BOARD PERSON3 PLANE3 CITY2)
(BOARD PERSON2 PLANE3 CITY2)
(FLY PLANE3 CITY2 CITY1 FL3 FL2)
(DEBARK PERSON2 PLANE3 CITY1)
(BOARD PERSON1 PLANE3 CITY1)
(BOARD PERSON7 PLANE1 CITY3)
(BOARD PERSON6 PLANE1 CITY3)
(BOARD PERSON5 PLANE1 CITY3)
(FLY PLANE3 CITY1 CITY0 FL2 FL1)
(BOARD PERSON4 PLANE3 CITY0)
(DEBARK PERSON1 PLANE3 CITY0)
(FLY PLANE1 CITY3 CITY1 FL6 FL5)
(DEBARK PERSON6 PLANE1 CITY1)
(FLY PLANE1 CITY1 CITY4 FL5 FL4)
(FLY PLANE3 CITY0 CITY3 FL1 FL0)
(DEBARK PERSON4 PLANE3 CITY3)
(REFUEL PLANE3 CITY3 FL0 FL1)
(FLY PLANE3 CITY3 CITY5 FL1 FL0)
(DEBARK PERSON3 PLANE3 CITY5)
(REFUEL PLANE3 CITY5 FL0 FL1)
(FLY PLANE3 CITY5 CITY1 FL1 FL0)
(DEBARK PERSON7 PLANE1 CITY4)
(DEBARK PERSON5 PLANE1 CITY4)
